External ID,Código,Fecha Creación,Fecha del último uso,Fecha expiración,Aplicado desde,Cantidad de veces por día,Saldo disponible,Saldo inicial,Tarjeta Regalo,Total disponible,Vale/ Promoción usado en,Vale/Promoción aplicado en,Voucher val type
__export__.voucher_voucher_37,1001396,2017-12-27 09:15:29,,2020-12-31,2018-05-19,-1,100.0,100.0,True,-1,Both POS & Ecommerce,All Products,Fixed
