PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;58;14;28079058_14_6;2018;03;07;81.79;V;83.67;V;83.06;V;71.37;V;74.00;V;85.04;V;80.18;V;72.73;V;70.41;V;79.73;V;80.52;V;83.55;V;85.89;V;86.33;V;87.30;V;89.42;V;88.73;V;85.45;V;80.08;V;45.06;V;37.36;V;35.18;V;00000;N;00000;N
28;079;59;7;28079059_7_8;2018;03;07;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00003;V;00010;V;00008;V;00005;V;00005;V;00006;V;00004;V;00006;V;00004;V;00004;V;00003;V;00002;V;00001;V;00002;V;00001;V;00000;N;00000;N
28;079;59;8;28079059_8_8;2018;03;07;00006;V;00006;V;00007;V;00005;V;00008;V;00007;V;00014;V;00029;V;00047;V;00028;V;00014;V;00012;V;00015;V;00010;V;00013;V;00012;V;00013;V;00019;V;00027;V;00044;V;00079;V;00057;V;00000;N;00000;N
28;079;59;12;28079059_12_8;2018;03;07;00008;V;00008;V;00008;V;00007;V;00009;V;00010;V;00018;V;00034;V;00062;V;00040;V;00021;V;00020;V;00024;V;00017;V;00022;V;00019;V;00019;V;00023;V;00030;V;00045;V;00081;V;00059;V;00000;N;00000;N
28;079;59;14;28079059_14_6;2018;03;07;80.17;V;80.33;V;76.68;V;78.55;V;73.81;V;77.19;V;70.03;V;57.39;V;44.57;V;62.52;V;75.75;V;78.11;V;76.76;V;81.91;V;78.83;V;82.56;V;82.18;V;76.51;V;68.31;V;49.48;V;16.72;V;31.63;V;00000;N;00000;N
28;079;60;7;28079060_7_8;2018;03;07;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00007;V;00007;V;00003;V;00002;V;00003;V;00003;V;00004;V;00003;V;00004;V;00005;V;00003;V;00003;V;00003;V;00007;V;00000;N;00000;N
28;079;60;8;28079060_8_8;2018;03;07;00008;V;00008;V;00006;V;00005;V;00006;V;00004;V;00011;V;00041;V;00036;V;00030;V;00016;V;00010;V;00013;V;00012;V;00014;V;00014;V;00017;V;00028;V;00034;V;00053;V;00061;V;00080;V;00000;N;00000;N
28;079;60;10;28079060_10_47;2018;03;07;00003;V;00003;V;00002;V;00002;V;00002;V;00001;V;00006;V;00011;V;00010;V;00013;V;00007;V;00003;V;00011;V;00004;V;00018;V;00001;V;00008;V;00012;V;00020;V;00027;V;00037;V;00028;V;00000;N;00000;N
28;079;60;12;28079060_12_8;2018;03;07;00010;V;00010;V;00008;V;00006;V;00008;V;00006;V;00013;V;00047;V;00047;V;00040;V;00021;V;00014;V;00018;V;00016;V;00020;V;00020;V;00023;V;00036;V;00039;V;00057;V;00065;V;00090;V;00000;N;00000;N
28;079;60;14;28079060_14_6;2018;03;07;82.87;V;79.29;V;80.87;V;83.21;V;81.90;V;86.25;V;79.32;V;50.72;V;60.95;V;67.90;V;79.67;V;84.39;V;82.62;V;85.26;V;83.85;V;86.02;V;82.96;V;73.29;V;66.85;V;47.94;V;42.95;V;22.87;V;00000;N;00000;N
